file_path,file_name,parent_result_dir,row_count,column_count,columns,table_role,contains_missingness_summary,contains_imputation_metrics,notes
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_geo_func_hybrid/node_flow_chunk_055_detail.csv,node_flow_chunk_055_detail.csv,results/real_data_missingness_full_intersection_causal_history,4,14,"[""missing_rate"", ""mechanism"", ""seed"", ""impute_method"", ""day_index"", ""file_name"", ""is_warmup"", ""flow_group"", ""count"", ""sum_abs_error"", ""sum_squared_error"", ""sum_pct_error"", ""count_pct"", ""sum_smape""]",manifest,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_geo_func_hybrid/node_flow_chunk_056_detail.csv,node_flow_chunk_056_detail.csv,results/real_data_missingness_full_intersection_causal_history,4,14,"[""missing_rate"", ""mechanism"", ""seed"", ""impute_method"", ""day_index"", ""file_name"", ""is_warmup"", ""flow_group"", ""count"", ""sum_abs_error"", ""sum_squared_error"", ""sum_pct_error"", ""count_pct"", ""sum_smape""]",manifest,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_geo_func_hybrid/node_flow_chunk_057_detail.csv,node_flow_chunk_057_detail.csv,results/real_data_missingness_full_intersection_causal_history,4,14,"[""missing_rate"", ""mechanism"", ""seed"", ""impute_method"", ""day_index"", ""file_name"", ""is_warmup"", ""flow_group"", ""count"", ""sum_abs_error"", ""sum_squared_error"", ""sum_pct_error"", ""count_pct"", ""sum_smape""]",manifest,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_geo_func_hybrid/node_flow_chunk_058_detail.csv,node_flow_chunk_058_detail.csv,results/real_data_missingness_full_intersection_causal_history,4,14,"[""missing_rate"", ""mechanism"", ""seed"", ""impute_method"", ""day_index"", ""file_name"", ""is_warmup"", ""flow_group"", ""count"", ""sum_abs_error"", ""sum_squared_error"", ""sum_pct_error"", ""count_pct"", ""sum_smape""]",manifest,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_geo_func_hybrid/node_flow_chunk_059_detail.csv,node_flow_chunk_059_detail.csv,results/real_data_missingness_full_intersection_causal_history,4,14,"[""missing_rate"", ""mechanism"", ""seed"", ""impute_method"", ""day_index"", ""file_name"", ""is_warmup"", ""flow_group"", ""count"", ""sum_abs_error"", ""sum_squared_error"", ""sum_pct_error"", ""count_pct"", ""sum_smape""]",manifest,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_geo_func_hybrid/node_flow_chunk_060_detail.csv,node_flow_chunk_060_detail.csv,results/real_data_missingness_full_intersection_causal_history,4,14,"[""missing_rate"", ""mechanism"", ""seed"", ""impute_method"", ""day_index"", ""file_name"", ""is_warmup"", ""flow_group"", ""count"", ""sum_abs_error"", ""sum_squared_error"", ""sum_pct_error"", ""count_pct"", ""sum_smape""]",manifest,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_geo_neighbor_fill/node_flow_chunk_000_detail.csv,node_flow_chunk_000_detail.csv,results/real_data_missingness_full_intersection_causal_history,4,14,"[""missing_rate"", ""mechanism"", ""seed"", ""impute_method"", ""day_index"", ""file_name"", ""is_warmup"", ""flow_group"", ""count"", ""sum_abs_error"", ""sum_squared_error"", ""sum_pct_error"", ""count_pct"", ""sum_smape""]",manifest,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_geo_neighbor_fill/node_flow_chunk_001_detail.csv,node_flow_chunk_001_detail.csv,results/real_data_missingness_full_intersection_causal_history,4,14,"[""missing_rate"", ""mechanism"", ""seed"", ""impute_method"", ""day_index"", ""file_name"", ""is_warmup"", ""flow_group"", ""count"", ""sum_abs_error"", ""sum_squared_error"", ""sum_pct_error"", ""count_pct"", ""sum_smape""]",manifest,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_geo_neighbor_fill/node_flow_chunk_002_detail.csv,node_flow_chunk_002_detail.csv,results/real_data_missingness_full_intersection_causal_history,4,14,"[""missing_rate"", ""mechanism"", ""seed"", ""impute_method"", ""day_index"", ""file_name"", ""is_warmup"", ""flow_group"", ""count"", ""sum_abs_error"", ""sum_squared_error"", ""sum_pct_error"", ""count_pct"", ""sum_smape""]",manifest,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_geo_neighbor_fill/node_flow_chunk_003_detail.csv,node_flow_chunk_003_detail.csv,results/real_data_missingness_full_intersection_causal_history,4,14,"[""missing_rate"", ""mechanism"", ""seed"", ""impute_method"", ""day_index"", ""file_name"", ""is_warmup"", ""flow_group"", ""count"", ""sum_abs_error"", ""sum_squared_error"", ""sum_pct_error"", ""count_pct"", ""sum_smape""]",manifest,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_geo_neighbor_fill/node_flow_chunk_004_detail.csv,node_flow_chunk_004_detail.csv,results/real_data_missingness_full_intersection_causal_history,4,14,"[""missing_rate"", ""mechanism"", ""seed"", ""impute_method"", ""day_index"", ""file_name"", ""is_warmup"", ""flow_group"", ""count"", ""sum_abs_error"", ""sum_squared_error"", ""sum_pct_error"", ""count_pct"", ""sum_smape""]",manifest,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_geo_neighbor_fill/node_flow_chunk_005_detail.csv,node_flow_chunk_005_detail.csv,results/real_data_missingness_full_intersection_causal_history,4,14,"[""missing_rate"", ""mechanism"", ""seed"", ""impute_method"", ""day_index"", ""file_name"", ""is_warmup"", ""flow_group"", ""count"", ""sum_abs_error"", ""sum_squared_error"", ""sum_pct_error"", ""count_pct"", ""sum_smape""]",manifest,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_geo_neighbor_fill/node_flow_chunk_006_detail.csv,node_flow_chunk_006_detail.csv,results/real_data_missingness_full_intersection_causal_history,4,14,"[""missing_rate"", ""mechanism"", ""seed"", ""impute_method"", ""day_index"", ""file_name"", ""is_warmup"", ""flow_group"", ""count"", ""sum_abs_error"", ""sum_squared_error"", ""sum_pct_error"", ""count_pct"", ""sum_smape""]",manifest,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_geo_neighbor_fill/node_flow_chunk_007_detail.csv,node_flow_chunk_007_detail.csv,results/real_data_missingness_full_intersection_causal_history,4,14,"[""missing_rate"", ""mechanism"", ""seed"", ""impute_method"", ""day_index"", ""file_name"", ""is_warmup"", ""flow_group"", ""count"", ""sum_abs_error"", ""sum_squared_error"", ""sum_pct_error"", ""count_pct"", ""sum_smape""]",manifest,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_geo_neighbor_fill/node_flow_chunk_008_detail.csv,node_flow_chunk_008_detail.csv,results/real_data_missingness_full_intersection_causal_history,4,14,"[""missing_rate"", ""mechanism"", ""seed"", ""impute_method"", ""day_index"", ""file_name"", ""is_warmup"", ""flow_group"", ""count"", ""sum_abs_error"", ""sum_squared_error"", ""sum_pct_error"", ""count_pct"", ""sum_smape""]",manifest,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_geo_neighbor_fill/node_flow_chunk_009_detail.csv,node_flow_chunk_009_detail.csv,results/real_data_missingness_full_intersection_causal_history,4,14,"[""missing_rate"", ""mechanism"", ""seed"", ""impute_method"", ""day_index"", ""file_name"", ""is_warmup"", ""flow_group"", ""count"", ""sum_abs_error"", ""sum_squared_error"", ""sum_pct_error"", ""count_pct"", ""sum_smape""]",manifest,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_geo_neighbor_fill/node_flow_chunk_010_detail.csv,node_flow_chunk_010_detail.csv,results/real_data_missingness_full_intersection_causal_history,4,14,"[""missing_rate"", ""mechanism"", ""seed"", ""impute_method"", ""day_index"", ""file_name"", ""is_warmup"", ""flow_group"", ""count"", ""sum_abs_error"", ""sum_squared_error"", ""sum_pct_error"", ""count_pct"", ""sum_smape""]",manifest,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_geo_neighbor_fill/node_flow_chunk_011_detail.csv,node_flow_chunk_011_detail.csv,results/real_data_missingness_full_intersection_causal_history,4,14,"[""missing_rate"", ""mechanism"", ""seed"", ""impute_method"", ""day_index"", ""file_name"", ""is_warmup"", ""flow_group"", ""count"", ""sum_abs_error"", ""sum_squared_error"", ""sum_pct_error"", ""count_pct"", ""sum_smape""]",manifest,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_geo_neighbor_fill/node_flow_chunk_012_detail.csv,node_flow_chunk_012_detail.csv,results/real_data_missingness_full_intersection_causal_history,4,14,"[""missing_rate"", ""mechanism"", ""seed"", ""impute_method"", ""day_index"", ""file_name"", ""is_warmup"", ""flow_group"", ""count"", ""sum_abs_error"", ""sum_squared_error"", ""sum_pct_error"", ""count_pct"", ""sum_smape""]",manifest,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_geo_neighbor_fill/node_flow_chunk_013_detail.csv,node_flow_chunk_013_detail.csv,results/real_data_missingness_full_intersection_causal_history,4,14,"[""missing_rate"", ""mechanism"", ""seed"", ""impute_method"", ""day_index"", ""file_name"", ""is_warmup"", ""flow_group"", ""count"", ""sum_abs_error"", ""sum_squared_error"", ""sum_pct_error"", ""count_pct"", ""sum_smape""]",manifest,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_geo_neighbor_fill/node_flow_chunk_014_detail.csv,node_flow_chunk_014_detail.csv,results/real_data_missingness_full_intersection_causal_history,4,14,"[""missing_rate"", ""mechanism"", ""seed"", ""impute_method"", ""day_index"", ""file_name"", ""is_warmup"", ""flow_group"", ""count"", ""sum_abs_error"", ""sum_squared_error"", ""sum_pct_error"", ""count_pct"", ""sum_smape""]",manifest,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_geo_neighbor_fill/node_flow_chunk_015_detail.csv,node_flow_chunk_015_detail.csv,results/real_data_missingness_full_intersection_causal_history,4,14,"[""missing_rate"", ""mechanism"", ""seed"", ""impute_method"", ""day_index"", ""file_name"", ""is_warmup"", ""flow_group"", ""count"", ""sum_abs_error"", ""sum_squared_error"", ""sum_pct_error"", ""count_pct"", ""sum_smape""]",manifest,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_geo_neighbor_fill/node_flow_chunk_016_detail.csv,node_flow_chunk_016_detail.csv,results/real_data_missingness_full_intersection_causal_history,4,14,"[""missing_rate"", ""mechanism"", ""seed"", ""impute_method"", ""day_index"", ""file_name"", ""is_warmup"", ""flow_group"", ""count"", ""sum_abs_error"", ""sum_squared_error"", ""sum_pct_error"", ""count_pct"", ""sum_smape""]",manifest,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_geo_neighbor_fill/node_flow_chunk_017_detail.csv,node_flow_chunk_017_detail.csv,results/real_data_missingness_full_intersection_causal_history,4,14,"[""missing_rate"", ""mechanism"", ""seed"", ""impute_method"", ""day_index"", ""file_name"", ""is_warmup"", ""flow_group"", ""count"", ""sum_abs_error"", ""sum_squared_error"", ""sum_pct_error"", ""count_pct"", ""sum_smape""]",manifest,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_geo_neighbor_fill/node_flow_chunk_018_detail.csv,node_flow_chunk_018_detail.csv,results/real_data_missingness_full_intersection_causal_history,4,14,"[""missing_rate"", ""mechanism"", ""seed"", ""impute_method"", ""day_index"", ""file_name"", ""is_warmup"", ""flow_group"", ""count"", ""sum_abs_error"", ""sum_squared_error"", ""sum_pct_error"", ""count_pct"", ""sum_smape""]",manifest,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_geo_neighbor_fill/node_flow_chunk_019_detail.csv,node_flow_chunk_019_detail.csv,results/real_data_missingness_full_intersection_causal_history,4,14,"[""missing_rate"", ""mechanism"", ""seed"", ""impute_method"", ""day_index"", ""file_name"", ""is_warmup"", ""flow_group"", ""count"", ""sum_abs_error"", ""sum_squared_error"", ""sum_pct_error"", ""count_pct"", ""sum_smape""]",manifest,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_geo_neighbor_fill/node_flow_chunk_020_detail.csv,node_flow_chunk_020_detail.csv,results/real_data_missingness_full_intersection_causal_history,4,14,"[""missing_rate"", ""mechanism"", ""seed"", ""impute_method"", ""day_index"", ""file_name"", ""is_warmup"", ""flow_group"", ""count"", ""sum_abs_error"", ""sum_squared_error"", ""sum_pct_error"", ""count_pct"", ""sum_smape""]",manifest,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_geo_neighbor_fill/node_flow_chunk_021_detail.csv,node_flow_chunk_021_detail.csv,results/real_data_missingness_full_intersection_causal_history,4,14,"[""missing_rate"", ""mechanism"", ""seed"", ""impute_method"", ""day_index"", ""file_name"", ""is_warmup"", ""flow_group"", ""count"", ""sum_abs_error"", ""sum_squared_error"", ""sum_pct_error"", ""count_pct"", ""sum_smape""]",manifest,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_geo_neighbor_fill/node_flow_chunk_022_detail.csv,node_flow_chunk_022_detail.csv,results/real_data_missingness_full_intersection_causal_history,4,14,"[""missing_rate"", ""mechanism"", ""seed"", ""impute_method"", ""day_index"", ""file_name"", ""is_warmup"", ""flow_group"", ""count"", ""sum_abs_error"", ""sum_squared_error"", ""sum_pct_error"", ""count_pct"", ""sum_smape""]",manifest,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_geo_neighbor_fill/node_flow_chunk_023_detail.csv,node_flow_chunk_023_detail.csv,results/real_data_missingness_full_intersection_causal_history,4,14,"[""missing_rate"", ""mechanism"", ""seed"", ""impute_method"", ""day_index"", ""file_name"", ""is_warmup"", ""flow_group"", ""count"", ""sum_abs_error"", ""sum_squared_error"", ""sum_pct_error"", ""count_pct"", ""sum_smape""]",manifest,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_geo_neighbor_fill/node_flow_chunk_024_detail.csv,node_flow_chunk_024_detail.csv,results/real_data_missingness_full_intersection_causal_history,4,14,"[""missing_rate"", ""mechanism"", ""seed"", ""impute_method"", ""day_index"", ""file_name"", ""is_warmup"", ""flow_group"", ""count"", ""sum_abs_error"", ""sum_squared_error"", ""sum_pct_error"", ""count_pct"", ""sum_smape""]",manifest,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_geo_neighbor_fill/node_flow_chunk_025_detail.csv,node_flow_chunk_025_detail.csv,results/real_data_missingness_full_intersection_causal_history,4,14,"[""missing_rate"", ""mechanism"", ""seed"", ""impute_method"", ""day_index"", ""file_name"", ""is_warmup"", ""flow_group"", ""count"", ""sum_abs_error"", ""sum_squared_error"", ""sum_pct_error"", ""count_pct"", ""sum_smape""]",manifest,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_geo_neighbor_fill/node_flow_chunk_026_detail.csv,node_flow_chunk_026_detail.csv,results/real_data_missingness_full_intersection_causal_history,4,14,"[""missing_rate"", ""mechanism"", ""seed"", ""impute_method"", ""day_index"", ""file_name"", ""is_warmup"", ""flow_group"", ""count"", ""sum_abs_error"", ""sum_squared_error"", ""sum_pct_error"", ""count_pct"", ""sum_smape""]",manifest,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_geo_neighbor_fill/node_flow_chunk_027_detail.csv,node_flow_chunk_027_detail.csv,results/real_data_missingness_full_intersection_causal_history,4,14,"[""missing_rate"", ""mechanism"", ""seed"", ""impute_method"", ""day_index"", ""file_name"", ""is_warmup"", ""flow_group"", ""count"", ""sum_abs_error"", ""sum_squared_error"", ""sum_pct_error"", ""count_pct"", ""sum_smape""]",manifest,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_geo_neighbor_fill/node_flow_chunk_028_detail.csv,node_flow_chunk_028_detail.csv,results/real_data_missingness_full_intersection_causal_history,4,14,"[""missing_rate"", ""mechanism"", ""seed"", ""impute_method"", ""day_index"", ""file_name"", ""is_warmup"", ""flow_group"", ""count"", ""sum_abs_error"", ""sum_squared_error"", ""sum_pct_error"", ""count_pct"", ""sum_smape""]",manifest,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_geo_neighbor_fill/node_flow_chunk_029_detail.csv,node_flow_chunk_029_detail.csv,results/real_data_missingness_full_intersection_causal_history,4,14,"[""missing_rate"", ""mechanism"", ""seed"", ""impute_method"", ""day_index"", ""file_name"", ""is_warmup"", ""flow_group"", ""count"", ""sum_abs_error"", ""sum_squared_error"", ""sum_pct_error"", ""count_pct"", ""sum_smape""]",manifest,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_geo_neighbor_fill/node_flow_chunk_030_detail.csv,node_flow_chunk_030_detail.csv,results/real_data_missingness_full_intersection_causal_history,4,14,"[""missing_rate"", ""mechanism"", ""seed"", ""impute_method"", ""day_index"", ""file_name"", ""is_warmup"", ""flow_group"", ""count"", ""sum_abs_error"", ""sum_squared_error"", ""sum_pct_error"", ""count_pct"", ""sum_smape""]",manifest,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_geo_neighbor_fill/node_flow_chunk_031_detail.csv,node_flow_chunk_031_detail.csv,results/real_data_missingness_full_intersection_causal_history,4,14,"[""missing_rate"", ""mechanism"", ""seed"", ""impute_method"", ""day_index"", ""file_name"", ""is_warmup"", ""flow_group"", ""count"", ""sum_abs_error"", ""sum_squared_error"", ""sum_pct_error"", ""count_pct"", ""sum_smape""]",manifest,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_geo_neighbor_fill/node_flow_chunk_032_detail.csv,node_flow_chunk_032_detail.csv,results/real_data_missingness_full_intersection_causal_history,4,14,"[""missing_rate"", ""mechanism"", ""seed"", ""impute_method"", ""day_index"", ""file_name"", ""is_warmup"", ""flow_group"", ""count"", ""sum_abs_error"", ""sum_squared_error"", ""sum_pct_error"", ""count_pct"", ""sum_smape""]",manifest,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_geo_neighbor_fill/node_flow_chunk_033_detail.csv,node_flow_chunk_033_detail.csv,results/real_data_missingness_full_intersection_causal_history,4,14,"[""missing_rate"", ""mechanism"", ""seed"", ""impute_method"", ""day_index"", ""file_name"", ""is_warmup"", ""flow_group"", ""count"", ""sum_abs_error"", ""sum_squared_error"", ""sum_pct_error"", ""count_pct"", ""sum_smape""]",manifest,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_geo_neighbor_fill/node_flow_chunk_034_detail.csv,node_flow_chunk_034_detail.csv,results/real_data_missingness_full_intersection_causal_history,4,14,"[""missing_rate"", ""mechanism"", ""seed"", ""impute_method"", ""day_index"", ""file_name"", ""is_warmup"", ""flow_group"", ""count"", ""sum_abs_error"", ""sum_squared_error"", ""sum_pct_error"", ""count_pct"", ""sum_smape""]",manifest,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_geo_neighbor_fill/node_flow_chunk_035_detail.csv,node_flow_chunk_035_detail.csv,results/real_data_missingness_full_intersection_causal_history,4,14,"[""missing_rate"", ""mechanism"", ""seed"", ""impute_method"", ""day_index"", ""file_name"", ""is_warmup"", ""flow_group"", ""count"", ""sum_abs_error"", ""sum_squared_error"", ""sum_pct_error"", ""count_pct"", ""sum_smape""]",manifest,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_geo_neighbor_fill/node_flow_chunk_036_detail.csv,node_flow_chunk_036_detail.csv,results/real_data_missingness_full_intersection_causal_history,4,14,"[""missing_rate"", ""mechanism"", ""seed"", ""impute_method"", ""day_index"", ""file_name"", ""is_warmup"", ""flow_group"", ""count"", ""sum_abs_error"", ""sum_squared_error"", ""sum_pct_error"", ""count_pct"", ""sum_smape""]",manifest,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_geo_neighbor_fill/node_flow_chunk_037_detail.csv,node_flow_chunk_037_detail.csv,results/real_data_missingness_full_intersection_causal_history,4,14,"[""missing_rate"", ""mechanism"", ""seed"", ""impute_method"", ""day_index"", ""file_name"", ""is_warmup"", ""flow_group"", ""count"", ""sum_abs_error"", ""sum_squared_error"", ""sum_pct_error"", ""count_pct"", ""sum_smape""]",manifest,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_geo_neighbor_fill/node_flow_chunk_038_detail.csv,node_flow_chunk_038_detail.csv,results/real_data_missingness_full_intersection_causal_history,4,14,"[""missing_rate"", ""mechanism"", ""seed"", ""impute_method"", ""day_index"", ""file_name"", ""is_warmup"", ""flow_group"", ""count"", ""sum_abs_error"", ""sum_squared_error"", ""sum_pct_error"", ""count_pct"", ""sum_smape""]",manifest,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_geo_neighbor_fill/node_flow_chunk_039_detail.csv,node_flow_chunk_039_detail.csv,results/real_data_missingness_full_intersection_causal_history,4,14,"[""missing_rate"", ""mechanism"", ""seed"", ""impute_method"", ""day_index"", ""file_name"", ""is_warmup"", ""flow_group"", ""count"", ""sum_abs_error"", ""sum_squared_error"", ""sum_pct_error"", ""count_pct"", ""sum_smape""]",manifest,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_geo_neighbor_fill/node_flow_chunk_040_detail.csv,node_flow_chunk_040_detail.csv,results/real_data_missingness_full_intersection_causal_history,4,14,"[""missing_rate"", ""mechanism"", ""seed"", ""impute_method"", ""day_index"", ""file_name"", ""is_warmup"", ""flow_group"", ""count"", ""sum_abs_error"", ""sum_squared_error"", ""sum_pct_error"", ""count_pct"", ""sum_smape""]",manifest,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_geo_neighbor_fill/node_flow_chunk_041_detail.csv,node_flow_chunk_041_detail.csv,results/real_data_missingness_full_intersection_causal_history,4,14,"[""missing_rate"", ""mechanism"", ""seed"", ""impute_method"", ""day_index"", ""file_name"", ""is_warmup"", ""flow_group"", ""count"", ""sum_abs_error"", ""sum_squared_error"", ""sum_pct_error"", ""count_pct"", ""sum_smape""]",manifest,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_geo_neighbor_fill/node_flow_chunk_042_detail.csv,node_flow_chunk_042_detail.csv,results/real_data_missingness_full_intersection_causal_history,4,14,"[""missing_rate"", ""mechanism"", ""seed"", ""impute_method"", ""day_index"", ""file_name"", ""is_warmup"", ""flow_group"", ""count"", ""sum_abs_error"", ""sum_squared_error"", ""sum_pct_error"", ""count_pct"", ""sum_smape""]",manifest,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_geo_neighbor_fill/node_flow_chunk_043_detail.csv,node_flow_chunk_043_detail.csv,results/real_data_missingness_full_intersection_causal_history,4,14,"[""missing_rate"", ""mechanism"", ""seed"", ""impute_method"", ""day_index"", ""file_name"", ""is_warmup"", ""flow_group"", ""count"", ""sum_abs_error"", ""sum_squared_error"", ""sum_pct_error"", ""count_pct"", ""sum_smape""]",manifest,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_geo_neighbor_fill/node_flow_chunk_044_detail.csv,node_flow_chunk_044_detail.csv,results/real_data_missingness_full_intersection_causal_history,4,14,"[""missing_rate"", ""mechanism"", ""seed"", ""impute_method"", ""day_index"", ""file_name"", ""is_warmup"", ""flow_group"", ""count"", ""sum_abs_error"", ""sum_squared_error"", ""sum_pct_error"", ""count_pct"", ""sum_smape""]",manifest,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_geo_neighbor_fill/node_flow_chunk_045_detail.csv,node_flow_chunk_045_detail.csv,results/real_data_missingness_full_intersection_causal_history,4,14,"[""missing_rate"", ""mechanism"", ""seed"", ""impute_method"", ""day_index"", ""file_name"", ""is_warmup"", ""flow_group"", ""count"", ""sum_abs_error"", ""sum_squared_error"", ""sum_pct_error"", ""count_pct"", ""sum_smape""]",manifest,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_geo_neighbor_fill/node_flow_chunk_046_detail.csv,node_flow_chunk_046_detail.csv,results/real_data_missingness_full_intersection_causal_history,4,14,"[""missing_rate"", ""mechanism"", ""seed"", ""impute_method"", ""day_index"", ""file_name"", ""is_warmup"", ""flow_group"", ""count"", ""sum_abs_error"", ""sum_squared_error"", ""sum_pct_error"", ""count_pct"", ""sum_smape""]",manifest,False,False,
results/real_data_missingness_full_intersection_causal_history/manifests/detail_runs/rate_0p05__mechanism_mcar_point__seed_42__method_geo_neighbor_fill/node_flow_chunk_047_detail.csv,node_flow_chunk_047_detail.csv,results/real_data_missingness_full_intersection_causal_history,4,14,"[""missing_rate"", ""mechanism"", ""seed"", ""impute_method"", ""day_index"", ""file_name"", ""is_warmup"", ""flow_group"", ""count"", ""sum_abs_error"", ""sum_squared_error"", ""sum_pct_error"", ""count_pct"", ""sum_smape""]",manifest,False,False,
